# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
23.54,7492.237,462.944,-24.784,481.275,25.198,1756.4,1.918,1756.401,0.063,131.563,4.549,35.353,-117.788,9.773,0.005,0,-0.002,-1.218e-4,6.78e4,5330,130.948,0.817,421.486,352.519,2.858,1.566,8.913e7,0,1061.388,0.384,0.384,0.238,0.093,0.054,0.001,0.004,-4.777e-4,0,0,0,0,-1.143e-5,0.058,24.13,457.303,73.503,0.091,5.604,-37.775,350.034,308.407,0.05,0.646
23.59,7515.353,461.71,-24.616,480.024,25.068,1762.973,1.929,1762.974,0.063,131.327,4.74,35.353,-117.788,9.773,0.032,5.766e-9,-9.608e-4,-2.912e-5,6.78e4,5330,130.948,0.817,421.85,352.519,2.873,1.562,8.87e7,0,1054.126,0.385,0.385,0.238,0.093,0.054,0.007,0.021,-1.854e-4,0,0,0,0,-3.921e-6,0.058,24.13,457.303,73.529,0.091,5.48,-37.925,348.878,308.316,0.05,0.647
23.64,7538.408,460.484,-24.451,478.778,24.943,1769.533,1.94,1769.534,0.063,131.085,4.928,35.353,-117.788,9.773,0.057,5.586e-9,9.641e-5,-2.102e-5,6.78e4,5330,130.948,0.817,422.027,352.519,2.881,1.558,8.828e7,0,1047.056,0.385,0.385,0.239,0.093,0.054,0.013,0.037,4.975e-4,0,0,0,0,3.969e-8,0.058,24.13,457.303,73.537,0.092,5.501,-38.075,347.725,308.225,0.05,0.648
23.69,7561.402,459.264,-24.371,477.537,24.845,1776.081,1.951,1776.082,0.063,130.839,4.83,35.353,-117.788,9.773,0.049,0,0.002,-2.749e-5,6.78e4,5330,130.948,0.817,422.336,352.519,2.893,1.555,8.786e7,0,1039.96,0.386,0.386,0.239,0.093,0.054,0.011,0.032,-4.834e-4,0,0,0,0,1.084e-5,0.058,24.13,457.303,73.521,0.093,5.453,-38.225,346.575,308.135,0.05,0.649
23.74,7584.334,458.045,-24.37,476.302,24.775,1782.617,1.962,1782.618,0.063,130.607,4.459,35.353,-117.788,9.773,0.009,6.632e-9,0.002,-3.906e-5,6.78e4,5330,130.948,0.817,422.816,352.519,2.913,1.551,8.743e7,0,1032.798,0.386,0.386,0.239,0.093,0.054,0.002,0.006,-1.295e-4,0,0,0,0,2.456e-5,0.058,24.13,457.303,73.483,0.094,5.288,-38.374,345.428,308.044,0.05,0.65
23.79,7607.206,456.828,-24.279,475.072,24.677,1789.142,1.974,1789.143,0.063,130.387,4.416,35.353,-117.787,9.772,0.006,1.374e-8,0.002,-1.209e-4,6.78e4,5330,130.948,0.817,423.219,352.519,2.93,1.548,8.702e7,0,1026.058,0.386,0.386,0.24,0.093,0.054,0.001,0.003,-4.079e-4,0,0,0,0,2.583e-5,0.058,24.13,457.303,73.438,0.095,5.514,-38.522,344.284,307.954,0.05,0.651
23.84,7630.017,455.615,-24.286,473.846,24.618,1795.656,1.985,1795.657,0.063,130.174,4.03,35.353,-117.787,9.772,0.037,0,-0.002,2.893e-6,6.78e4,5330,130.948,0.817,423.094,352.519,2.925,1.544,8.66e7,0,1019.018,0.387,0.387,0.24,0.093,0.054,0.009,0.025,2.666e-4,0,0,0,0,-2.114e-5,0.057,24.13,457.303,73.395,0.095,5.363,-38.671,343.143,307.865,0.05,0.652
23.89,7652.768,454.4,-24.284,472.626,24.559,1802.16,1.996,1802.161,0.063,129.983,3.669,35.353,-117.787,9.772,0.077,8.365e-9,-6.101e-4,-1.426e-5,6.78e4,5330,130.948,0.817,423.204,352.519,2.929,1.54,8.617e7,0,1011.9,0.387,0.387,0.24,0.093,0.054,0.018,0.052,2.152e-4,0,0,0,0,-1.632e-6,0.057,24.13,457.303,73.368,0.095,5.065,-38.818,342.005,307.775,0.05,0.653
23.94,7675.457,453.186,-24.251,471.41,24.489,1808.654,2.007,1808.655,0.064,129.808,3.402,35.353,-117.787,9.772,0.105,1.284e-8,0.002,-1.692e-5,6.78e4,5330,130.948,0.817,423.367,352.519,2.936,1.536,8.574e7,0,1004.629,0.388,0.388,0.241,0.092,0.055,0.024,0.071,-2.766e-4,0,0,0,0,1.399e-5,0.057,24.13,457.303,73.379,0.094,4.547,-38.966,340.87,307.686,0.05,0.654
23.99,7698.086,451.979,-23.972,470.201,24.302,1815.14,2.018,1815.141,0.064,129.627,3.986,35.353,-117.787,9.772,0.032,1.843e-8,0.004,-6.062e-5,6.78e4,5330,130.948,0.817,423.967,352.519,2.961,1.533,8.533e7,0,997.854,0.388,0.388,0.241,0.092,0.055,0.007,0.022,-5.749e-5,0,0,0,0,6.373e-5,0.057,24.13,457.303,73.433,0.094,4.562,-39.113,339.739,307.596,0.05,0.655
24.04,7720.656,450.789,-23.653,468.996,24.119,1821.616,2.029,1821.618,0.064,129.408,4.72,35.353,-117.787,9.772,0.061,1.029e-8,-0.003,-4.238e-5,6.78e4,5330,130.948,0.817,423.957,352.519,2.961,1.529,8.493e7,0,991.244,0.389,0.389,0.241,0.092,0.055,0.014,0.043,3.434e-4,0,0,0,0,-4.777e-5,0.057,24.13,457.303,73.502,0.095,4.663,-39.26,338.61,307.507,0.05,0.656
24.09,7743.166,449.612,-23.478,467.797,23.996,1828.081,2.04,1828.082,0.064,129.162,4.957,35.353,-117.787,9.772,0.094,0,-0.001,-7.147e-6,6.78e4,5330,130.948,0.817,424.074,352.519,2.965,1.526,8.451e7,0,984.427,0.389,0.389,0.242,0.092,0.055,0.022,0.065,-1.484e-4,0,0,0,0,-5.634e-6,0.057,24.13,457.303,73.543,0.096,4.482,-39.406,337.484,307.419,0.05,0.657
24.14,7765.617,448.44,-23.438,466.603,23.911,1834.533,2.052,1834.534,0.064,128.918,4.731,35.353,-117.787,9.772,0.071,1.249e-8,0.001,-2.801e-5,6.78e4,5330,130.948,0.817,424.433,352.519,2.98,1.522,8.409e7,0,977.514,0.389,0.389,0.242,0.092,0.055,0.017,0.049,4.272e-5,0,0,0,0,4.977e-6,0.057,24.13,457.303,73.542,0.097,4.174,-39.552,336.361,307.33,0.05,0.658
24.19,7788.01,447.269,-23.403,465.414,23.833,1840.973,2.063,1840.974,0.064,128.687,4.504,35.353,-117.787,9.772,0.047,0,0.003,-4.013e-5,6.78e4,5330,130.948,0.817,424.765,352.519,2.994,1.519,8.369e7,0,970.9,0.39,0.39,0.242,0.092,0.055,0.011,0.033,2.651e-5,0,0,0,0,2.875e-5,0.056,24.13,457.303,73.507,0.098,4.138,-39.698,335.241,307.242,0.05,0.659
24.24,7810.344,446.099,-23.372,464.229,23.76,1847.401,2.074,1847.403,0.064,128.468,4.276,35.353,-117.787,9.772,0.021,1.947e-8,0.003,-9.674e-5,6.78e4,5330,130.948,0.817,425.195,352.519,3.012,1.515,8.33e7,0,964.483,0.39,0.39,0.243,0.092,0.055,0.005,0.015,-1.01e-4,0,0,0,0,5.318e-5,0.056,24.13,457.303,73.45,0.099,4.268,-39.843,334.124,307.154,0.05,0.66
24.29,7832.62,444.932,-23.329,463.049,23.686,1853.82,2.085,1853.821,0.064,128.259,4.095,35.353,-117.787,9.772,3.506e-4,8.476e-9,0.002,-0.003,6.78e4,5330,130.948,0.817,427.848,352.519,3.122,1.512,8.291e7,0,958.214,0.391,0.391,0.243,0.092,0.055,7.017e-5,6.046e-4,-1.084e-4,0,0,0,0,1.245e-5,0.056,24.13,457.303,73.384,0.098,4.507,-39.988,333.01,307.066,0.05,0.661
24.34,7854.837,443.768,-23.223,461.874,23.589,1860.227,2.097,1860.229,0.065,128.054,4.142,35.353,-117.787,9.772,0.007,1.623e-8,0.004,6.886e-5,6.78e4,5330,130.948,0.817,425.43,352.519,3.022,1.509,8.254e7,0,952.215,0.391,0.391,0.243,0.092,0.056,0.002,0.005,-4.041e-4,0,0,0,0,6.397e-5,0.056,24.13,457.303,73.317,0.097,4.995,-40.132,331.899,306.979,0.05,0.662
24.39,7876.996,442.603,-23.405,460.703,23.62,1866.625,2.108,1866.626,0.065,127.868,3.18,35.353,-117.787,9.772,0.109,1.667e-8,-0.003,-1.049e-5,6.78e4,5330,130.948,0.817,425.32,352.519,3.017,1.505,8.212e7,0,945.295,0.392,0.392,0.244,0.092,0.056,0.026,0.079,-1.073e-4,0,0,0,0,-3.417e-5,0.056,24.13,457.303,73.256,0.095,4.343,-40.276,330.802,306.892,0.05,0.663
24.44,7899.097,441.431,-23.398,459.537,23.574,1873.015,2.119,1873.016,0.065,127.723,2.873,35.353,-117.787,9.772,0.145,1.008e-8,9.597e-4,1.36e-5,6.78e4,5330,130.948,0.817,425.399,352.519,3.02,1.501,8.172e7,0,938.814,0.392,0.392,0.244,0.092,0.056,0.035,0.105,4.655e-4,0,0,0,0,4.276e-6,0.056,24.13,457.303,73.239,0.095,3.971,-40.42,329.76,306.805,0.05,0.664
24.49,7921.14,440.267,-23.108,458.376,23.375,1879.397,2.13,1879.399,0.065,127.566,3.527,35.353,-117.786,9.771,0.06,0,0.004,1.131e-5,6.78e4,5330,130.948,0.817,425.955,352.519,3.043,1.498,8.135e7,0,932.788,0.392,0.392,0.244,0.092,0.056,0.014,0.044,2.559e-5,0,0,0,0,6.384e-5,0.056,24.13,457.303,73.286,0.096,4.143,-40.563,328.721,306.718,0.05,0.665
24.54,7943.124,439.119,-22.864,457.22,23.214,1885.771,2.142,1885.772,0.065,127.375,4.017,35.353,-117.786,9.771,0.006,1.395e-8,-0.004,-3.29e-5,6.78e4,5330,130.948,0.817,426.391,352.519,3.061,1.495,8.097e7,0,926.497,0.393,0.393,0.245,0.092,0.056,0.002,0.005,-3.711e-4,0,0,0,0,-8.256e-5,0.055,24.13,457.303,73.362,0.098,3.928,-40.706,327.685,306.631,0.05,0.666
24.59,7965.052,437.98,-22.706,456.068,23.093,1892.135,2.153,1892.136,0.065,127.168,4.21,35.353,-117.786,9.771,0.036,1.565e-8,-0.004,-3.177e-6,6.78e4,5330,130.948,0.817,426.589,352.519,3.07,1.491,8.057e7,0,920.007,0.393,0.393,0.245,0.092,0.056,0.009,0.027,-2.87e-4,0,0,0,0,-6.248e-5,0.055,24.13,457.303,73.435,0.1,3.426,-40.848,326.652,306.545,0.05,0.667
24.64,7986.922,436.852,-22.403,454.921,22.94,1898.487,2.164,1898.489,0.065,126.94,4.937,35.353,-117.786,9.771,0.132,1.308e-8,-0.002,-6.909e-6,6.78e4,5330,130.948,0.817,426.387,352.519,3.061,1.488,8.022e7,0,914.294,0.394,0.394,0.245,0.092,0.056,0.032,0.098,-2.665e-4,0,0,0,0,-1.323e-5,0.055,24.13,457.303,73.486,0.102,3.706,-40.99,325.621,306.459,0.05,0.668
24.69,8008.737,435.739,-22.184,453.779,22.829,1904.828,2.175,1904.829,0.065,126.677,5.389,35.353,-117.786,9.771,0.191,1.292e-8,0.003,-1.991e-6,6.78e4,5330,130.948,0.817,426.34,352.519,3.059,1.485,7.988e7,0,908.825,0.394,0.394,0.246,0.092,0.056,0.047,0.143,-4.716e-4,0,0,0,0,3.444e-5,0.055,24.13,457.303,73.477,0.102,4.21,-41.132,324.593,306.373,0.05,0.669
24.74,8030.496,434.632,-22.137,452.641,22.753,1911.155,2.187,1911.156,0.066,126.407,5.256,35.353,-117.786,9.771,0.176,8.836e-9,0.007,-9.736e-6,6.78e4,5330,130.948,0.817,426.594,352.519,3.07,1.482,7.954e7,0,903.385,0.394,0.394,0.246,0.092,0.057,0.043,0.132,-2.109e-4,0,0,0,0,2.676e-4,0.055,24.13,457.303,73.382,0.101,4.783,-41.274,323.567,306.287,0.05,0.67
24.79,8052.2,433.52,-22.381,451.507,22.759,1917.469,2.198,1917.47,0.066,126.17,4.131,35.353,-117.786,9.771,0.033,2.295e-8,0.01,3.028e-5,6.78e4,5330,130.948,0.817,427.396,352.519,3.103,1.479,7.918e7,0,897.474,0.395,0.395,0.246,0.092,0.057,0.008,0.024,2.68e-4,0,0,0,0,5.14e-4,0.055,24.13,457.303,73.213,0.099,4.858,-41.415,322.544,306.202,0.05,0.671
24.84,8073.848,432.393,-22.634,450.376,22.833,1923.773,2.209,1923.774,0.066,125.995,3.011,35.353,-117.786,9.771,0.112,1.293e-8,-0.009,1.919e-5,6.78e4,5330,130.948,0.817,427.311,352.519,3.1,1.476,7.882e7,0,891.758,0.395,0.395,0.246,0.092,0.057,0.028,0.086,-3.996e-4,0,0,0,0,-4.021e-4,0.055,24.13,457.303,73.03,0.098,4.98,-41.556,321.524,306.116,0.05,0.672
24.89,8095.439,431.256,-22.825,449.249,22.922,1930.069,2.221,1930.071,0.066,125.871,2.104,35.353,-117.786,9.771,0.228,2.383e-8,-0.005,-1.539e-6,6.78e4,5330,130.948,0.817,427.08,352.519,3.09,1.473,7.845e7,0,885.949,0.395,0.396,0.247,0.092,0.057,0.057,0.175,-1.299e-4,0,0,0,0,-1.107e-4,0.054,24.13,457.303,72.9,0.098,4.868,-41.696,320.506,306.031,0.05,0.673
24.94,8116.974,430.117,-22.644,448.126,22.773,1936.36,2.232,1936.362,0.066,125.765,2.419,35.353,-117.786,9.771,0.187,1.472e-8,8.453e-4,-7.072e-6,6.78e4,5330,130.948,0.817,427.459,352.519,3.106,1.47,7.811e7,0,880.463,0.396,0.396,0.247,0.092,0.057,0.046,0.144,2.982e-4,0,0,0,0,3.482e-6,0.054,24.13,457.303,72.869,0.098,5.253,-41.836,319.491,305.946,0.05,0.674
24.99,8138.451,428.99,-22.446,447.008,22.615,1942.645,2.244,1942.647,0.066,125.635,2.758,35.353,-117.786,9.771,0.14,2.411e-8,0.005,-1.969e-6,6.78e4,5330,130.948,0.817,427.919,352.519,3.125,1.466,7.774e7,0,874.446,0.396,0.396,0.247,0.092,0.057,0.035,0.108,-3.176e-4,0,0,0,0,1.129e-4,0.054,24.13,457.303,72.926,0.098,4.989,-41.975,318.479,305.862,0.05,0.675
25.04,8159.873,427.877,-22.055,445.895,22.37,1948.923,2.255,1948.925,0.066,125.474,3.741,35.353,-117.786,9.771,0.006,6.896e-9,0.007,-2.458e-4,6.78e4,5330,130.948,0.817,428.946,352.519,3.167,1.463,7.739e7,0,868.693,0.397,0.397,0.248,0.092,0.057,0.002,0.005,4.677e-4,0,0,0,0,2.343e-4,0.054,24.13,457.303,73.04,0.099,4.99,-42.115,317.47,305.777,0.05,0.676
25.09,8181.239,426.782,-21.756,444.786,22.202,1955.192,2.266,1955.193,0.066,125.266,4.427,35.353,-117.786,9.771,0.09,0,-0.006,-1.229e-5,6.78e4,5330,130.948,0.817,428.596,352.519,3.153,1.459,7.702e7,0,862.796,0.397,0.397,0.248,0.092,0.057,0.022,0.071,-4.237e-4,0,0,0,0,-1.564e-4,0.054,24.13,457.303,73.158,0.101,4.701,-42.254,316.462,305.693,0.05,0.677
25.14,8202.551,425.699,-21.618,443.682,22.097,1961.45,2.278,1961.451,0.067,125.037,4.579,35.353,-117.786,9.771,0.116,0,-0.003,1.824e-6,6.78e4,5330,130.948,0.817,428.771,352.519,3.16,1.456,7.663e7,0,856.711,0.398,0.398,0.248,0.092,0.058,0.029,0.092,3.749e-4,0,0,0,0,-4.382e-5,0.054,24.13,457.303,73.236,0.102,4.157,-42.392,315.458,305.609,0.05,0.677
25.19,8223.809,424.62,-21.557,442.583,22.017,1967.696,2.289,1967.697,0.067,124.809,4.479,35.353,-117.785,9.771,0.107,0,-1.32e-4,4.314e-7,6.78e4,5330,130.948,0.817,429.081,352.519,3.173,1.452,7.626e7,0,850.783,0.398,0.398,0.249,0.092,0.058,0.027,0.086,4.101e-4,0,0,0,0,-8.715e-8,0.054,24.13,457.303,73.262,0.103,3.768,-42.53,314.456,305.526,0.05,0.678
25.24,8245.013,423.544,-21.496,441.488,21.941,1973.931,2.3,1973.932,0.067,124.587,4.398,35.353,-117.785,9.77,0.1,0,0.002,-1.634e-5,6.78e4,5330,130.948,0.817,429.344,352.519,3.184,1.449,7.591e7,0,845.249,0.398,0.398,0.249,0.092,0.058,0.025,0.08,-2.104e-4,0,0,0,0,3.046e-5,0.054,24.13,457.303,73.238,0.103,3.791,-42.668,313.457,305.442,0.05,0.679
25.29,8266.164,422.468,-21.588,440.397,21.919,1980.155,2.312,1980.156,0.067,124.38,3.795,35.353,-117.785,9.77,0.022,1.149e-8,0.004,-1.84e-5,6.78e4,5330,130.948,0.817,429.948,352.519,3.209,1.446,7.555e7,0,839.502,0.399,0.399,0.249,0.091,0.058,0.005,0.017,3.383e-4,0,0,0,0,8.882e-5,0.053,24.13,457.303,73.173,0.103,3.547,-42.806,312.46,305.359,0.05,0.68
25.34,8287.26,421.385,-21.713,439.31,21.932,1986.369,2.323,1986.371,0.067,124.21,3.09,35.353,-117.785,9.77,0.072,1.237e-8,-0.003,-7.089e-6,6.78e4,5330,130.948,0.817,429.958,352.519,3.209,1.442,7.519e7,0,833.751,0.399,0.399,0.25,0.091,0.058,0.018,0.058,-9.214e-5,0,0,0,0,-6.147e-5,0.053,24.13,457.303,73.1,0.102,3.211,-42.943,311.466,305.276,0.05,0.68
25.39,8308.302,420.301,-21.57,438.227,21.822,1992.576,2.335,1992.577,0.067,124.054,3.306,35.353,-117.785,9.77,0.041,8.52e-9,-0.002,-1.219e-6,6.78e4,5330,130.948,0.817,430.31,352.519,3.224,1.439,7.487e7,0,828.702,0.4,0.4,0.25,0.091,0.058,0.01,0.034,4.699e-4,0,0,0,0,-1.609e-5,0.053,24.13,457.303,73.053,0.102,3.679,-43.079,310.474,305.193,0.05,0.681
25.44,8329.29,419.226,-21.47,437.147,21.732,1998.774,2.346,1998.776,0.067,123.886,3.367,35.353,-117.785,9.77,0.031,9.592e-9,-0.001,3.191e-6,6.78e4,5330,130.948,0.817,430.626,352.519,3.237,1.436,7.453e7,0,823.411,0.4,0.4,0.25,0.091,0.058,0.008,0.025,-1.298e-4,0,0,0,0,-6.424e-6,0.053,24.13,457.303,73.028,0.101,3.814,-43.216,309.485,305.11,0.05,0.682
25.49,8350.225,418.154,-21.41,436.072,21.66,2004.965,2.358,2004.966,0.067,123.72,3.287,35.353,-117.785,9.77,0.039,9.405e-9,-2.078e-4,-5.973e-6,6.78e4,5330,130.948,0.817,430.828,352.519,3.245,1.433,7.418e7,0,817.915,0.4,0.4,0.25,0.091,0.058,0.01,0.032,3.736e-4,0,0,0,0,-2.226e-7,0.053,24.13,457.303,73.018,0.102,3.666,-43.352,308.498,305.028,0.05,0.683
25.54,8371.106,417.084,-21.38,435.001,21.603,2011.146,2.369,2011.148,0.067,123.56,3.095,35.353,-117.785,9.77,0.062,6.211e-9,0.001,-2.715e-6,6.78e4,5330,130.948,0.817,430.943,352.519,3.25,1.43,7.382e7,0,812.235,0.401,0.401,0.251,0.091,0.059,0.016,0.051,3.787e-4,0,0,0,0,5.569e-6,0.053,24.13,457.303,73.025,0.102,3.25,-43.488,307.514,304.945,0.05,0.684
25.59,8391.933,416.019,-21.173,433.934,21.463,2017.32,2.381,2017.322,0.068,123.398,3.518,35.353,-117.785,9.77,2.886e-4,1.494e-8,0.001,-0.002,6.78e4,5330,130.948,0.817,435.604,352.519,3.443,1.427,7.35e7,0,807.152,0.401,0.401,0.251,0.091,0.059,6.201e-5,1.006e-4,-6.934e-5,0,0,0,0,6.583e-6,0.053,24.13,457.303,73.056,0.103,3.354,-43.623,306.584,304.863,0.05,0.684
25.64,8412.708,414.967,-20.951,432.871,21.329,2023.486,2.392,2023.487,0.068,123.208,3.997,35.353,-117.785,9.77,0.07,1.05e-8,-0.001,-2.586e-5,6.78e4,5330,130.948,0.817,431.311,352.519,3.265,1.424,7.318e7,0,802.217,0.401,0.401,0.251,0.091,0.059,0.018,0.059,-8.856e-5,0,0,0,0,-5.681e-6,0.053,24.13,457.303,73.086,0.104,3.553,-43.758,305.662,304.781,0.05,0.685
25.69,8433.43,413.923,-20.828,431.812,21.237,2029.641,2.404,2029.642,0.068,123.002,4.146,35.353,-117.785,9.77,0.094,7.583e-9,0.001,-6.636e-6,6.78e4,5330,130.948,0.817,431.451,352.519,3.271,1.421,7.286e7,0,797.199,0.402,0.402,0.252,0.091,0.059,0.024,0.079,3.611e-5,0,0,0,0,6.08e-6,0.052,24.13,457.303,73.087,0.105,3.62,-43.893,304.743,304.7,0.05,0.686
25.74,8454.1,412.886,-20.672,430.757,21.14,2035.786,2.415,2035.787,0.068,122.787,4.425,35.353,-117.785,9.77,0.135,5.641e-9,0.004,-2.667e-5,6.78e4,5330,130.948,0.817,431.467,352.519,3.272,1.418,7.257e7,0,792.645,0.402,0.402,0.252,0.091,0.059,0.035,0.113,3.447e-5,0,0,0,0,7.528e-5,0.052,24.13,457.303,73.043,0.106,4.184,-44.027,303.826,304.618,0.05,0.687
25.79,8474.719,411.85,-20.796,429.705,21.133,2041.92,2.427,2041.921,0.068,122.579,3.755,35.353,-117.785,9.77,0.042,2.16e-8,0.006,-4.317e-5,6.78e4,5330,130.948,0.817,432.129,352.519,3.299,1.415,7.224e7,0,787.496,0.403,0.403,0.252,0.091,0.059,0.011,0.035,-3.534e-4,0,0,0,0,2.116e-4,0.052,24.13,457.303,72.947,0.105,4.079,-44.161,302.911,304.537,0.05,0.688
25.84,8495.285,410.806,-20.964,428.656,21.171,2048.044,2.438,2048.046,0.068,122.413,2.954,35.353,-117.785,9.77,0.071,9.346e-9,-0.006,-1.492e-5,6.78e4,5330,130.948,0.817,432.164,352.519,3.301,1.412,7.191e7,0,782.368,0.403,0.403,0.253,0.091,0.059,0.018,0.061,3.114e-4,0,0,0,0,-1.796e-4,0.052,24.13,457.303,72.833,0.104,3.904,-44.295,301.998,304.456,0.05,0.688
25.89,8515.799,409.753,-21.097,427.611,21.219,2054.162,2.45,2054.163,0.068,122.285,2.271,35.353,-117.785,9.77,0.167,0,-0.003,-1.02e-5,6.78e4,5330,130.948,0.817,432.031,352.519,3.295,1.408,7.158e7,0,777.206,0.403,0.403,0.253,0.091,0.06,0.043,0.143,-3.232e-4,0,0,0,0,-4.392e-5,0.052,24.13,457.303,72.751,0.103,3.592,-44.428,301.088,304.375,0.05,0.689
25.94,8536.26,408.7,-20.955,426.57,21.102,2060.273,2.461,2060.275,0.068,122.171,2.489,35.353,-117.784,9.77,0.134,0,0.001,2.387e-6,6.78e4,5330,130.948,0.817,432.386,352.519,3.31,1.405,7.127e7,0,772.401,0.404,0.404,0.253,0.091,0.06,0.035,0.115,3.109e-4,0,0,0,0,6.457e-6,0.052,24.13,457.303,72.738,0.103,3.765,-44.561,300.18,304.295,0.05,0.69
25.99,8556.669,407.661,-20.587,425.532,20.875,2066.378,2.473,2066.38,0.069,122.024,3.456,35.353,-117.784,9.77,0.007,7.31e-9,-0.003,-1.993e-4,6.78e4,5330,130.948,0.817,432.47,352.519,3.313,1.403,7.099e7,0,768.01,0.404,0.404,0.253,0.091,0.06,0.002,0.007,2.428e-4,0,0,0,0,-3.9e-5,0.052,24.13,457.303,72.779,0.103,4.42,-44.694,299.274,304.214,0.05,0.691
26.04,8577.027,406.638,-20.417,424.498,20.76,2072.475,2.484,2072.476,0.069,121.839,3.758,35.353,-117.784,9.769,0.055,8.085e-9,-0.002,-2.722e-5,6.78e4,5330,130.948,0.817,433.004,352.519,3.336,1.4,7.067e7,0,763.073,0.404,0.404,0.254,0.091,0.06,0.014,0.048,2.117e-4,0,0,0,0,-1.363e-5,0.052,24.13,457.303,72.821,0.104,4.33,-44.826,298.37,304.134,0.05,0.692
26.09,8597.333,405.621,-20.26,423.468,20.655,2078.562,2.496,2078.563,0.069,121.644,4.019,35.353,-117.784,9.769,0.097,0,8.879e-5,-5.509e-6,6.78e4,5330,130.948,0.817,433.089,352.519,3.339,1.397,7.036e7,0,758.145,0.405,0.405,0.254,0.091,0.06,0.025,0.085,-2.463e-4,0,0,0,0,4.304e-8,0.051,24.13,457.303,72.836,0.104,4.406,-44.958,297.469,304.054,0.05,0.692
26.14,8617.589,404.612,-20.119,422.442,20.562,2084.639,2.507,2084.64,0.069,121.436,4.244,35.353,-117.784,9.769,0.133,6.926e-9,0.003,-6.014e-6,6.78e4,5330,130.948,0.817,433.147,352.519,3.341,1.394,7.007e7,0,753.531,0.405,0.405,0.254,0.091,0.06,0.035,0.116,-4.949e-4,0,0,0,0,4.735e-5,0.051,24.13,457.303,72.809,0.105,4.794,-45.09,296.57,303.974,0.05,0.693
26.19,8637.794,403.607,-20.091,421.419,20.505,2090.705,2.519,2090.707,0.069,121.225,4.099,35.353,-117.784,9.769,0.113,6.116e-9,0.006,-2.696e-5,6.78e4,5330,130.948,0.817,433.429,352.519,3.353,1.392,6.978e7,0,748.909,0.405,0.405,0.254,0.091,0.06,0.03,0.099,3.505e-4,0,0,0,0,1.991e-4,0.051,24.13,457.303,72.725,0.106,5.172,-45.221,295.674,303.895,0.05,0.694
26.24,8657.95,402.599,-20.286,420.4,20.54,2096.762,2.531,2096.763,0.069,121.04,3.22,35.353,-117.784,9.769,0.016,9.219e-9,-0.007,-1.358e-4,6.78e4,5330,130.948,0.817,433.892,352.519,3.372,1.389,6.946e7,0,743.805,0.405,0.405,0.255,0.09,0.06,0.004,0.014,2.955e-4,0,0,0,0,-2.976e-4,0.051,24.13,457.303,72.599,0.106,4.988,-45.352,294.779,303.815,0.05,0.695
26.29,8678.054,401.581,-20.373,419.384,20.553,2102.81,2.542,2102.812,0.069,120.895,2.714,35.353,-117.784,9.769,0.091,-5.479e-9,-0.006,-1.289e-5,6.78e4,5330,130.948,0.817,433.898,352.519,3.373,1.386,6.916e7,0,739.1,0.406,0.406,0.255,0.09,0.06,0.024,0.081,1.925e-4,0,0,0,0,-1.86e-4,0.051,24.13,457.303,72.477,0.106,5.164,-45.483,293.887,303.736,0.05,0.695
26.34,8698.108,400.56,-20.439,418.371,20.565,2108.852,2.554,2108.853,0.069,120.772,2.269,35.353,-117.784,9.769,0.157,0,-0.003,-8.76e-6,6.78e4,5330,130.948,0.817,433.847,352.519,3.37,1.383,6.885e7,0,734.219,0.406,0.406,0.255,0.09,0.061,0.041,0.139,-3.018e-4,0,0,0,0,-4.737e-5,0.051,24.13,457.303,72.397,0.106,5.083,-45.613,292.997,303.657,0.05,0.696
26.39,8718.11,399.535,-20.552,417.362,20.618,2114.888,2.565,2114.889,0.07,120.676,1.648,35.353,-117.784,9.769,0.247,5.407e-9,0.002,4.709e-6,6.78e4,5330,130.948,0.817,433.747,352.519,3.366,1.379,6.851e7,0,728.742,0.406,0.406,0.256,0.09,0.061,0.066,0.221,9.223e-5,0,0,0,0,1.934e-5,0.051,24.13,457.303,72.387,0.106,4.231,-45.743,292.11,303.579,0.05,0.697
